"","Mol_don","Mol_acc","PCE","Voc","Jsc","FF","SMILES_acc","SMILES_don","DOI"
"30","PBDB-TF","IPTBO-4Cl","15","0.893","23.15","0.726","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1039/D0TA00651C"
"31","D18","Y6-Se","17.7","0.839","27.98","0.753","CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4n[se]nc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC","10.1021/jacs.0c08557"
"32","PM6","BTP-T-4Cl-BO","17.2","0.844","26.74","0.761","CCCCCCC(CCCC)Cn%12c4c3sc(C=c2c(=O)c1cc(Cl)c(Cl)cc1c2=C(C#N)C#N)c([C11])c3sc4c%11c5nsnc5c%10c9sc8c([C11])c(C=c7c(=O)c6cc(Cl)c(Cl)cc6c7=C(C#N)C#N)sc8c9n(CC(CCCC)CCCCCC)c%10c%11%12","FC1=C(CC(CCCC)CC)SC(C2=C(C=C(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C([H])S7)S4)S3)S8)C8=C(C9=CC(F)=C(CC(CCCC)CC)S9)C%10=C2SC([H])=C%10)=C1","10.1002/adfm.202108614"
"33","PBDB-T","BTTPC-Br","15.22","0.86","24.71","0.71","CCc1c(/C=C2\C(=O)c3cc4cc(Br)sc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc9cc(Br)sc9cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","[H]C1=CC2=C(S1)C(C3=CC=C(CC(CC)CCCC)S3)=C4C(SC(C5=CC=C(C6=C7C(C(C8=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C8C7=O)=O)=C(C9=CC=C([H])S9)S6)S5)=C4)=C2C%10=CC=C(CC(CC)CCCC)S%10","10.1002/adfm.202108614"
"34","PM6","CH6","18.33","0.875","26.62","0.784","C","FC1=C(CC(CCCC)CC)SC(C2=C(C=C(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C([H])S7)S4)S3)S8)C8=C(C9=CC(F)=C(CC(CCCC)CC)S9)C%10=C2SC([H])=C%10)=C1","10.1002/anie.202209580"
"35","L3","N3","17.23","0.86","26.39","0.759","CCc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC)c(-c6cc7c(-c8cc(F)c(CC)s8)c8sc(-c9sc(-c%10cc%11c%12nsnc%12c%12cc(-c%13cc(CC)c(-c%14cc%15c(-c%16cc(F)c(CC)s%16)c%16sc(-c%17sc(-c%18cc%19c%20nsnc%20c%20cc(-c%21cc(CC)c(-c%22cc%23c(-c%24cc(F)c(CC)s%24)c%24sccc%24c(-c%24cc(F)c(CC)s%24)c%23s%22)s%21)sc%20c%19s%18)cc%17CC)cc%16c(-c%16cc(F)c(CC)s%16)c%15s%14)s%13)sc%12c%11s%10)cc9CC)cc8c(-c8cc(F)c(CC)s8)c7s6)s5)sc4c3s2)c1","CCCCCCC(CCCC)CCC1=CSC(C2=CC3=C(S2)C2=C(C=C(C4=CC(CCC(CCCC)CCCCCC)=C(C5=CC6=C(C7=CC(F)=C(CC(CC)CCCC)S7)C7=C(C=C(C)S7)C(C7=CC(F)=C(CC(CC)CCCC)S7)=C6S5)S4)S2)C(=O)O3)=C1","10.1039/d1ta10233h"
"36","PBQ6","o-THE","16.22","0.882","26.1","0.704","CCCCCCCC(CCCC)Cn%14c5c4sc(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)c(c3cc(CC(CC)CCCC)cs3)c4sc5c%13c6nsnc6c%12c%11sc%10c(c7cc(CC(CC)CCCC)cs7)c(C=c9c(=O)c8cc(F)c(F)cc8c9=C(C#N)C#N)sc%10c%11n(CC(CCCCC)CCCCCC)c%12c%13%14.C.C","CCCCC(CC1=C(C=C(S1)C2=NC3=C(C(F)=C(C(C4=CC=CS4)=C3N=C2C5=CC(F)=C(S5)CC(CCC)CC)F)C6=CC=C(S6)C7=CC8=C(C(C9=CC(F)=C(S9)CC(CCCC)CC)=C%10C=CSC%10=C8C%11=CC(F)=C(S%11)CC(CCCC)CC)S7)F)CC","10.1039/d2ee00430e"
"37","D18","TTPIC-4F","17.1","0.883","25.24","0.766","CCCCCCCC(CCCCC)CC7(CC(CCCCC)CCCCCCC)Oc1cc8c(cc1c6sc5c(sc4cc(C=c3c(=O)c2cc(F)c(F)cc2c3=C(C#N)C#N)sc45)c67)OC(CC(CCCC)CCCCCC)(CC(CCCC)CCCCCC)c%11c8sc%12cc(C=c%10c(=O)c9cc(F)c(F)cc9c%10=C(C#N)C#N)sc%11%12","CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC","10.1002/adma.202207336"
"38","PM6","Y6-1O","16.81","0.9","25.51","0.735","CCOc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","FC1=C(CC(CCCC)CC)SC(C2=C(C=C(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C([H])S7)S4)S3)S8)C8=C(C9=CC(F)=C(CC(CCCC)CC)S9)C%10=C2SC([H])=C%10)=C1","10.1021/acs.chemmater.2c02851"
"39","PBDB-TF","BTP-PhC6","16.7","0.865","25","0.77","CCc1ccc(-c2c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc3c2sc2c4c5nsnc5c5c6sc7c(-c8ccc(CC)cc8)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC)c5c4n(CC)c32)cc1","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10",""
"40","PTQ10","p-BTP-C6Ph","17.1","0.888","24.7","0.779","CCCCCCc%14ccc(c3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%12c3sc%13c%11c4nsnc4c%10c9sc8c(c5ccc(CCCCCC)cc5)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CC)CCCC)c%10c%11n(CC(CC)CCCC)c%12%13)cc%14.C.C.C","[H]C1=C(F)C(F)=C(C2=CC=C([H])S2)C3=C1N=C(OCC(CCCCCC)CCCCCCCC)C=N3","10.1039/D0EE03506H"
"41","PBDB-TF","BTIC-2Cl-yCF3","16.31","0.84","25.09","0.77","CCc1c(/C=C2\C(=O)c3cc(C(F)(F)F)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1002/ange.202013053"
"42","PBDB-TF","DTTC-4Cl","15.42","0.92","22.64","0.74","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c5cc6c(cc5n(CC)c4cc3-c3sc4cc(/C=C5\C(=O)c7cc(Cl)c(Cl)cc7C5=C(C#N)C#N)sc4c32)-c2sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc3c2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1039/C9TA12605H"
"43","PBDB-TF","Y6-O","16.6","0.95","22.4","0.78","CCOc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(OCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1039/D0TA10953C"
"44","PBDB-TF","Y6-1O","16.1","0.89","23.2","0.783","CCOc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1002/aenm.202003141"
"45","P_chen","Y18-1D","15.25","0.84","24.53","0.74","CCn1nc2c(n1)c1c3c(c4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)ccc4n3CC)n(CC)c1c1c2c2c(c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)ccc3n2CC)n1CC","CCn1nc2c(n1)c1c3c(c4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)ccc4n3CC)n(CC)c1c1c2c2c(c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)ccc3n2CC)n1CC","10.1039/D0SE01343A"
"46","P2F-Ehp","BTPTT-4F","16.02","0.81","26.68","0.741","CCc1c(F)cc(-c2c3cc(-c4ccc(-c5c6c(c(-c7ccc(-c8cc9c(-c%10cc(F)c(CC)c(F)c%10)c%10sc(-c%11ccc(-c%12c%13c(c(-c%14ccc(-c%15cc%16c(-c%17cc(F)c(CC)c(F)c%17)c%17sc(-c%18ccc(-c%19c%20c(c(-c%21cccs%21)c%21nn(CC)nc%19%21)C(=O)N(CC)C%20=O)s%18)cc%17c(-c%17cc(F)c(CC)c(F)c%17)c%16s%15)s%14)c%14nn(CC)nc%12%14)C(=O)N(CC)C%13=O)s%11)cc%10c(-c%10cc(F)c(CC)c(F)c%10)c9s8)s7)c7nn(CC)nc57)C(=O)N(CC)C6=O)s4)sc3c(-c3cc(F)c(CC)c(F)c3)c3ccsc23)cc1F","CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","10.1007/s11426-019-9457-5"
"47","PTQ10","m-BTP-C6Ph","17.74","0.841","26.95","0.783","CCCCCCc%14cccc(c3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%12c3sc%13c%11c4nsnc4c%10c9sc8c(c5cccc(CCCCCC)c5)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CC)CCCC)c%10c%11n(CC(CC)CCCC)c%12%13)c%14.C","[H]C1=C(F)C(F)=C(C2=CC=C([H])S2)C3=C1N=C(OCC(CCCCCC)CCCCCCCC)C=N3","10.1007/s11426-021-1114-3"
"48","PTQ10","Y6","17.13","0.831","26.28","0.784","CCCCCCCCCCCC1=C(SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(C=C2C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC)C=C1C(=O)C2=CC(F)=C(F)C=C2C1=C(C#N)C#N","[H]C1=C(F)C(F)=C(C2=CC=C([H])S2)C3=C1N=C(OCC(CCCCCC)CCCCCCCC)C=N3","https://doi.org/10.1002/adma.201905480"
"49","PBDB-TF","BP5T-4F","16.7","0.888","24.6","0.763","CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c2sc2c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c12","CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c2sc2c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c12","10.1002/aenm.202003177"
"50","BTR-Cl","BTP-FCl-FCl","15.3","0.8234","24.58","0.754","CCc1c(/C=C2\C(=O)c3cc(Cl)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(Cl)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","CCc1c(/C=C2\C(=O)c3cc(Cl)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(Cl)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","10.1002/advs.202004262"
"51","D18","N3","18.56","0.86","27.44","0.785","CCc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC)c(-c6cc7c(-c8cc(F)c(CC)s8)c8sc(-c9sc(-c%10cc%11c%12nsnc%12c%12cc(-c%13cc(CC)c(-c%14cc%15c(-c%16cc(F)c(CC)s%16)c%16sc(-c%17sc(-c%18cc%19c%20nsnc%20c%20cc(-c%21cc(CC)c(-c%22cc%23c(-c%24cc(F)c(CC)s%24)c%24sccc%24c(-c%24cc(F)c(CC)s%24)c%23s%22)s%21)sc%20c%19s%18)cc%17CC)cc%16c(-c%16cc(F)c(CC)s%16)c%15s%14)s%13)sc%12c%11s%10)cc9CC)cc8c(-c8cc(F)c(CC)s8)c7s6)s5)sc4c3s2)c1","CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC","http://dx.doi.org/10.1007/s11426-021-1128-1"
"52","PBDB-TF","BTCT-2Cl","15.1","0.877","24.4","0.704","CCc1c(/C=C2\C(=O)c3c(csc3Cl)C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8c(csc8Cl)C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1021/acs.chemmater.0c01245"
"53","PBDB-TF","BTP-S7","16.76","0.861","25.92","0.751","CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1038/s41467-021-24937-5"
"54","PBDB-TF","SY2","16.01","0.852","25.29","0.743","CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1002/adfm.202000456"
"55","PBDB-TF","SY1","16.83","0.871","25.41","0.76","CCc1c(/C=C2\C(=O)c3ccc(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1002/adfm.202000456"
"56","PBDB-TF","SY3","16.23","0.858","25.54","0.741","CCc1c(/C=C2\C(=O)c3ccc(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1002/adfm.202000456"
"57","PBDB-T","LL3","16.82","0.86","26.97","0.723","CCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC)nc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc9c(cc8C7=C(C#N)C#N)C7C8C=CC(C8)C97)sc6c5n(CC)c4c3n(CC)c21","[H]C1=CC2=C(S1)C(C3=CC=C(CC(CC)CCCC)S3)=C4C(SC(C5=CC=C(C6=C7C(C(C8=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C8C7=O)=O)=C(C9=CC=C([H])S9)S6)S5)=C4)=C2C%10=CC=C(CC(CC)CCCC)S%10","10.1002/adfm.202103445"
"58","PBDB-TF","BTP-ClBr","16.82","0.906","23.48","0.79","CCc1c(/C=C2\C(=O)c3c(ccc(Br)c3Cl)C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8c(ccc(Br)c8Cl)C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1002/aenm.202002649"
"59","PBDB-TF","BTP-ClBr2","15.54","0.845","24.97","0.736","CCc1c(/C=C2\C(=O)c3c(Cl)cc(Br)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8c(Cl)cc(Br)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1002/aenm.202002649"
"60","PBDB-TF","BDTP-4F","15.24","0.895","22.54","0.755","CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc6c7sc(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)cc7n(CC)c6c5n(CC)c4c3n(CC)c12","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1002/smll.202001942"
"61","PBDB-TF","BTP-2F-ThCl","17.06","0.869","25.38","0.774","CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8c(csc8Cl)C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","[H]C(S1)=CC2=C1C(C3=CC(F)=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)S9)C9=C2C%10=CC(F)=C(CC(CC)CCCC)S%10","10.1016/j.joule.2020.03.023"
